
127178,82112
121948,29584
120451,26711
117996,33811
118743,29107
121956,29947
112957,30194
120884,28755
120850,28986
114727,27591
126598,27349
111664,26873
127967,28250
128365,27974
135838,27758
121698,27853
124224,29411
120576,27557
129023,78192
393968,27656
115024,28494
121124,29086
121177,28501
126489,27657
137974,27861
116198,30056
121822,31319
114516,29911
117057,96422
117852,25871
126068,27897
138213,28439
121781,27471
125210,29898
133999,27000
119713,86824
112276,27537
117739,29214
125778,27830
125476,27089
113889,28051
111877,30306
121992,28052
118845,28121
551804,27951
116373,26850
117298,29458
121804,27405
110043,27697
118242,28131
121061,28140
112791,29651
123980,28634
124211,30324
125582,28614
120125,26013
121823,30083
124708,30662
119494,31340
121743,27821
122904,28381
129732,24945
127944,28007
114404,27389
114449,27317
119447,26592
131336,26735
117747,28776
118742,66964
128634,28787
127667,29210
136337,27168
117129,29133
115002,32073
125216,28955
118924,81033
292824,27739
111732,28645
123934,29750
112442,29323
129699,28434
126433,27472
144600,27733
118821,28633
116020,27387
119048,28960
116244,98592
119504,30581
134660,28335
128338,29678
130993,33547
127503,27613
115609,29735
117224,29263
119108,26172
116210,59287
113787,28057
127219,27919
134424,29757
126327,31891
124686,30362
112594,29051
117206,155616
116622,28429
110825,27414
131097,28095
121658,27343
258261,30437
120330,29266
111509,28233
118200,28543
116921,88169
113944,27530
126136,33952
123680,28969
111288,28115
124482,29598
119127,27931
123425,64283
130210,29061
116905,29787
123852,27929
132503,27485
134186,29918
117496,28617
117238,28603
123487,30117
159946,30178
120952,28417
121348,28715
123174,29828
113788,27584
134579,30340
132958,27271
119514,28528
119995,28715
112681,30631
115622,26972
130158,27601
121571,29109
114237,27617
126528,30802
119808,28827
113799,30237
118629,27976
112867,29572
120977,28213
113854,28804
119346,27638
122098,30993
122664,29712
116904,28438
119947,26711
117338,542071
236573,27497
122367,28096
118446,27900
118952,76116
110317,28294
122099,28321
126290,28707
343307,27265
118230,28528
113582,30278
299420,27645
121020,28427
120596,28298
124323,30352
112564,36226
125711,29196
133905,29409
149344,28892
122428,29332
115262,32065
120775,32915
119485,1871196
118808,28749
124645,28629
130338,29828
114616,29685
119932,30327
117408,29258
117963,31016
119632,27479
114589,27231
129531,27111
134135,186457
146173,30254
120684,29905
119260,29707
120010,28480
127673,229981
128359,28305
124620,32826
124788,27588
120722,30089
335015,28339
119714,31299
129355,31232
123936,29854
115436,28968
115123,26817
119008,28489
116619,30659
120748,32489
326327,30957
118416,27901
124746,32209
121682,28347
114324,30639
126792,27267
116597,27659
127984,28005
126389,27775
127876,29203
121094,27384
122550,28651
110284,26188
127254,28716
121477,29058
140155,27485
115503,28211
116493,27772
130616,28004
135303,27329
117970,29248
126056,28121
140206,29426
129892,27581
127134,30670
122181,32852
119359,28831
125083,27996
123192,30077
124640,29521
115576,27880
152474,28043
116300,26992
120906,29426
123104,28305
119981,30216
117303,26448
121417,27534
123624,27589
124045,28933
112669,29109
113649,27856
121258,86073
116090,27873
123766,28356
130789,28335
119858,26635
123312,30887
120194,26963
119153,29250
115222,27486
126670,29135
143980,28197
124150,27861
131272,28702
123580,28192
119544,29001
125437,30103
1606232,29782
132790,30008
127003,27812
134696,29626
116630,29643
118464,91547
116894,28828
123540,29179
121420,27380
124358,28001
123261,28259
118557,26306
125568,27063
119998,27540
116706,28810
118881,29514
124680,28290
128288,28353
120769,28837
121446,31314
122072,28692
121692,27557
114390,28498
123894,26821
119505,93587
132849,29387
121418,29417
137336,28823
138551,29041
120592,30680
117530,27937
118280,26735
134775,29857
119940,28581
124034,29591
119270,28319
126062,27354
124493,29851
131716,28687
126570,27707
125221,27836
117204,4179770
115221,28785
134878,29202
113709,27211
115832,27645
115352,29209
117946,29123
116016,30686
134994,28949
116485,29044
137581,26707
133274,27621
127676,27898
116439,27202
140366,28496
116392,28443
114495,27909
118692,29985
125952,28041
135733,32260
115808,28017
113928,84198
130876,28487
128866,28816
122120,27024
112660,30147
118486,27440
114091,28392
130544,26948
131588,28749
120336,192331
119328,29960
109347,28005
125190,30130
108896,29003
116008,27751
118400,28017
118780,28951
124813,28513
118126,29753
119164,28426
118620,27891
117130,30125
763239,27184
131694,26458
115918,27995
118556,27264
119980,27217
116556,29507
119898,29611
128112,29267
118015,26967
110529,27576
128362,28633
119144,29069
118481,28649
120145,27864
122431,28534
129982,27217
115196,26738
128773,26665
121417,30977
124751,28251
122236,26203
139291,29863
123114,28216
132048,28877
111661,28859
121583,28621
114260,28161
121361,28564
117805,28993
127660,27495
120484,27253
120336,29075
134348,180475
114456,29982
135189,27315
118442,31233
127836,27355
131148,33164
132080,29754
130436,28053
129377,29539
125577,27953
119074,31446
120775,28258
122452,32729
116643,27882
121836,29536
118302,27691
121776,28387
126339,26815
118124,26820
121589,32165
124621,194449
130371,28620
224348,28205
121150,28029
117426,27337
121918,27213
128324,72562
122131,28268
126858,26947
115952,35329
128393,28674
128852,31894
123536,27749
159184,28734
133603,28064
115388,28269
128952,28454
126670,29611
121645,28387
123154,32791
144071,29422
115916,28431
120468,29894
122053,29404
122942,28525
121468,36290
120820,29609
125867,28708
113977,27446
112178,29569
132204,27962
132821,73832
118150,28651
110912,27919
114879,29239
120740,28265
124344,28884
127318,27640
120522,27095
113515,27180
114286,28271
124080,29346
119296,28433
116924,28633
118552,28858
111153,30086
117384,26997
126568,27723
118870,32533
127749,27961
125407,28385
121291,28182
114159,29666
115824,28033
123725,74514
115399,28287
116429,29759
121508,28524
127580,27751
124125,56772
108783,83422
118852,28687
121213,81837
119846,29700
122000,28295
118354,28139
126122,27338
110884,27608
127821,28985
121614,29567
121548,29185
123694,27859
122526,28129
120944,28960
125679,28869
121913,27455
126736,27961
132966,27137
115444,27472
119193,27907
124825,28117
129266,29233
113588,29137
125983,28123
136677,28197
119946,28063
119301,27023
126028,28345
112580,31694
118163,27703
129472,27425
111305,29133
302221,27879
121110,28969
116586,28045
115497,29872
123992,28783
133498,28777
134640,30081
117880,27805
112765,29313
120281,30247
115853,29548
113268,27429
118289,29012
114712,29054
124723,27411
130322,4714730
126112,29467
116640,29635
133625,28132
127990,29187
130539,27787
124631,30721
117175,30654
115157,29461
120425,30699
116854,31689
121592,27315
121661,31326
127220,28440
118900,28453
130355,28685
117640,28511
320605,29539
111757,30038
121080,32475
235440,28715
117996,26785
128168,30269
122945,28091
116726,29284
117033,29159
121228,27635
138744,28278
136888,30119
123873,29159
122470,28566
146728,29390
125156,31539
112484,29573
119448,27258
111494,6473719
118594,29303
127444,29830
117879,28510
124278,27465
123749,27873
129897,29819
125975,27453
119792,31097
117216,28634
124122,30929
122534,27511
116164,28598
131640,26543
128323,29179
131169,28867
118816,27564
123028,78516
131238,29794
127767,29037
123622,29100
123623,28433
117905,29379
117074,28305
127041,26501
126088,30971
118486,27328
121906,28631
121161,28316
120258,30636
130845,26795
122704,29298
118145,27493
114167,26733
121494,26372
127097,28067
130212,29079
115486,29461
131087,30111
121064,29325
127611,28240
119143,29536
121539,27667
118628,27973
112018,27997
130620,30062
124579,26075
132597,27190
110571,27689
125921,29118
111898,28408
129448,26962
129940,27593
121888,30892
127537,28468
113943,28211
111179,29922
215172,26712
146599,28261
118518,32037
114723,27445
124732,27605
116657,70819
124362,27519
122759,28113
120486,27601
126689,27177
130133,27317
114208,29038
116125,69172
118091,26210
118926,28111
128108,27919
115411,28005
119554,27681
121768,28663
125651,27393
115723,28688
134226,29099
116556,29536
116687,28887
112696,30458
118113,27390
128959,29548
131236,28317
310899,27312
119343,27789
123003,28029
113360,27008
129009,30084
112789,26934
120036,29603
113934,27571
114745,28767
118423,27557
113129,28276
119480,28226
109292,28115
126832,28254
121366,27330
128521,28050
127970,28554
126020,28643
120100,29008
108114,27907
116840,29085
118095,27307
115936,27114
110982,27586
118543,28646
116282,30408
118546,28688
113672,28482
149446,32271
116598,26967
136497,27084
124847,27702
121558,29821
119454,28158
112954,26937
124220,27668
122667,27887
307608,27936
113078,26343
120620,33981
115416,27444
109263,26862
134096,27852
127045,29695
120132,27207
111358,27808
128654,25753
125446,27996
112632,30562
123844,28935
111346,27576
118429,70668
123741,28906
134549,28567
121598,27713
113702,28851
131514,72682
119006,28252
118949,27617
124594,30107
114261,27882
118193,60397
125563,27966
110608,68967
247836,27614
125316,27358
126654,96885
117844,28243
126178,30518
115644,29902
119428,28538
127387,28143
125532,31901
141380,28474
115993,27461
116674,29659
120880,27332
132729,28591
135519,29373
115468,29389
125368,27251
125162,27296
136218,102480
2942206,28567
126192,27809
110540,28649
131660,27990
117627,90125
115812,28603
114742,27892
